cluster,assay,feature,rho,p,n,neglog10p
22: CD69+ B cell,ADT,ITGB7,-0.5166666666666667,0.15439012098622512,9,0.8113804924616288
22: CD69+ B cell,ADT,CD1C,-0.5,0.17047066078705375,9,0.7683503554087576
22: CD69+ B cell,ADT,FCGR1A,-0.5,0.17047066078705375,9,0.7683503554087576
22: CD69+ B cell,ADT,IL7R,-0.5,0.17047066078705375,9,0.7683503554087576
22: CD69+ B cell,ADT,ICOS,-0.49612131947373883,0.17434471486959427,9,0.7585912134027807
22: CD69+ B cell,ADT,LAMP1,-0.48333333333333334,0.18746985521554207,9,0.7270685560218769
22: CD69+ B cell,RNA,USP6NL,-0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
22: CD69+ B cell,RNA,MAPKAPK5-AS1,0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
22: CD69+ B cell,RNA,SLC35E1,-0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
22: CD69+ B cell,RNA,DENND4B,-0.9166666666666666,5.066190663052066e-4,9,3.2953184698251277
22: CD69+ B cell,RNA,SAMD4B,-0.9166666666666666,5.066190663052066e-4,9,3.2953184698251277
22: CD69+ B cell,RNA,CEP70,0.9052038109696288,7.862938555142685e-4,9,3.1044151181105066
22: CD69+ B cell,RNA,TSPAN33,0.9,9.430623223403283e-4,9,3.0254596059327175
22: CD69+ B cell,RNA,BUB3,0.9,9.430623223403283e-4,9,3.0254596059327175
22: CD69+ B cell,RNA,DYNC2LI1,0.8954053273686237,0.0010985258735882657,9,2.9591897096817683
22: CD69+ B cell,RNA,AGRN,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
22: CD69+ B cell,RNA,NUAK2,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
22: CD69+ B cell,RNA,MTHFS,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
22: CD69+ B cell,RNA,ZNF280C,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
22: CD69+ B cell,RNA,ZNF75D,0.8833333333333333,0.0015905004234978701,9,2.798466210918288
22: CD69+ B cell,RNA,TTC39C-AS1,0.8763560920082657,0.0019352922456306139,9,2.7132534435230014
22: CD69+ B cell,RNA,TOR3A,0.8666666666666667,0.0024953982859902035,9,2.602860127554401
22: CD69+ B cell,RNA,TRIM39,0.8666666666666667,0.0024953982859902035,9,2.602860127554401
22: CD69+ B cell,RNA,PHKG2,0.8666666666666667,0.0024953982859902035,9,2.602860127554401
22: CD69+ B cell,RNA,CCDC171,0.8619322310183947,0.0028059289678377085,9,2.551923327344219
22: CD69+ B cell,RNA,ZNF546,-0.8619322310183947,0.0028059289678377146,9,2.551923327344218
23: DN T cell_2,ADT,IFNGR1,-0.8333333333333335,0.01017554012345672,8,1.9924425288928096
23: DN T cell_2,ADT,ITGB2,-0.8333333333333335,0.01017554012345672,8,1.9924425288928096
23: DN T cell_2,ADT,ICOS,-0.7857142857142858,0.020815127253525287,8,1.6816209297046647
23: DN T cell_2,ADT,ITGA4,-0.7857142857142858,0.020815127253525287,8,1.6816209297046647
23: DN T cell_2,ADT,GGT1,-0.7784570702436184,0.022867333969736788,8,1.6407844654642556
23: DN T cell_2,ADT,ITGA6,0.7610194341477615,0.02829800619855396,8,1.5482441626195154
23: DN T cell_2,ADT,SELP,0.7325886315065459,0.03873063222381193,8,1.4119454137014504
23: DN T cell_2,ADT,FAS,-0.7142857142857144,0.04652823228416712,8,1.332283447011438
23: DN T cell_2,ADT,IL7R,-0.6904761904761907,0.05799031816457264,8,1.2366445084833904
23: DN T cell_2,ADT,CD48,-0.642857142857143,0.08555889101267292,8,1.0677348532519588
23: DN T cell_2,ADT,IL3RA,-0.6347419188140273,0.09089043638915878,8,1.0414818114086384
23: DN T cell_2,ADT,SLAMF6,-0.6343350474165467,0.09116266392027357,8,1.0401829925200599
23: DN T cell_2,ADT,CXCR3,-0.6273764344284781,0.09589144448932314,8,1.0182201391987502
23: DN T cell_2,ADT,KLRG1,-0.6190476190476192,0.10173303745426454,8,0.9925379885315156
23: DN T cell_2,ADT,Mouse-IgG2b,0.6107893935757621,0.10772123669287081,8,0.9676986693172801
23: DN T cell_2,ADT,SIGLEC1,-0.5773502691896258,0.13397459621556126,8,0.8729775431973409
23: DN T cell_2,ADT,CR1,-0.5714285714285715,0.13895995716070633,8,0.8571103284474842
23: DN T cell_2,ADT,IGHM,-0.5611425419454066,0.14786012226893983,8,0.8301489390102454
23: DN T cell_2,ADT,CD82,-0.5611425419454066,0.14786012226893983,8,0.8301489390102454
23: DN T cell_2,ADT,CD45,-0.5476190476190477,0.1600256425388963,8,0.7958104203387844
23: DN T cell_2,RNA,PGAP3,0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
23: DN T cell_2,RNA,AL121603.2,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
23: DN T cell_2,RNA,CEP78,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
23: DN T cell_2,RNA,AC006449.2,0.938590635448906,5.526162917581607e-4,8,3.2575763157344317
23: DN T cell_2,RNA,CYB561D2,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
23: DN T cell_2,RNA,ZFYVE21,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
23: DN T cell_2,RNA,E4F1,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
23: DN T cell_2,RNA,TRAPPC2L,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
23: DN T cell_2,RNA,ACOT9,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
23: DN T cell_2,RNA,CXorf40B,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
23: DN T cell_2,RNA,ZNF320,0.9221722216732094,0.0011108173578061712,8,2.9543573425151006
23: DN T cell_2,RNA,PINK1,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
23: DN T cell_2,RNA,MCM6,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
23: DN T cell_2,RNA,PPP1R7,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
23: DN T cell_2,RNA,RELL2,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
23: DN T cell_2,RNA,RMND5B,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
23: DN T cell_2,RNA,TBP,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
23: DN T cell_2,RNA,ZNHIT1,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
23: DN T cell_2,RNA,AMIGO2,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
23: DN T cell_2,RNA,PELI2,0.904761904761905,0.0020082755054294543,8,2.6971767087181338
25: CD56bright NK,ADT,CCR6,-0.8306277919354927,0.005555423798528989,9,2.255282805068371
25: CD56bright NK,ADT,HLA-E,0.7967246167544523,0.010156279862387837,9,1.9932653403882992
25: CD56bright NK,ADT,Rat-IgG1,0.7302967433402214,0.025463561683239266,9,1.5940808500463712
25: CD56bright NK,ADT,CD86,0.7,0.035769574970261654,9,1.4464862202974011
25: CD56bright NK,ADT,ITGB7,0.6833333333333333,0.04244227208707236,9,1.372201374806861
25: CD56bright NK,ADT,KIR3DL1,0.6694619270045784,0.048568194944886824,9,1.3136480369437322
25: CD56bright NK,ADT,ITGB1,0.6666666666666666,0.04986723056888514,9,1.3021847501303148
25: CD56bright NK,ADT,CD14,0.6610936529170212,0.05252286046708899,9,1.2796516296647455
25: CD56bright NK,ADT,CD2,0.65,0.05807305801714861,9,1.2360253042403884
25: CD56bright NK,ADT,B3GAT1,0.6443571047419068,0.06103295769909975,9,1.2144355833241955
25: CD56bright NK,ADT,PVR,0.6390096504226938,0.06392412293886492,9,1.1943352219316514
25: CD56bright NK,ADT,CD24,0.6390096504226938,0.06392412293886492,9,1.1943352219316514
25: CD56bright NK,ADT,FCER2,0.6390096504226938,0.06392412293886492,9,1.1943352219316514
25: CD56bright NK,ADT,C5AR1,0.6390096504226938,0.06392412293886492,9,1.1943352219316514
25: CD56bright NK,ADT,CD99,0.6333333333333333,0.06708578689234561,9,1.1733694817395712
25: CD56bright NK,ADT,HLA-A,0.6166666666666667,0.07692880993776291,9,1.1139109858965868
25: CD56bright NK,ADT,CD7,0.6166666666666667,0.07692880993776291,9,1.1139109858965868
25: CD56bright NK,ADT,CD28,0.6138914766455381,0.07864991427887041,9,1.1043017463812392
25: CD56bright NK,ADT,FCGR1A,0.6108840083916778,0.08054182080979323,9,1.0939785565176698
25: CD56bright NK,ADT,CD47,0.6025157343041205,0.08595335754058789,9,1.0657371540802434
25: CD56bright NK,RNA,RALY,0.9833333333333333,1.936196303745917e-6,9,5.713050613292238
25: CD56bright NK,RNA,SNAPC3,-0.95,8.76252396508624e-5,9,4.057370781248911
25: CD56bright NK,RNA,BRCA1,0.95,8.76252396508624e-5,9,4.057370781248911
25: CD56bright NK,RNA,TXNL1,0.95,8.76252396508624e-5,9,4.057370781248911
25: CD56bright NK,RNA,KIF13A,0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
25: CD56bright NK,RNA,ATP6V1B2,-0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
25: CD56bright NK,RNA,EEF1AKMT1,-0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
25: CD56bright NK,RNA,ESF1,-0.9333333333333333,2.3589981215941524e-4,9,3.6272724049311145
25: CD56bright NK,RNA,FEZ1,-0.9288784237188525,2.9452576419896004e-4,9,3.530876708482909
25: CD56bright NK,RNA,LARGE1,-0.9226115765651985,3.933383162385644e-4,9,3.4052337456308126
25: CD56bright NK,RNA,POFUT1,-0.9166666666666666,5.066190663052066e-4,9,3.2953184698251277
25: CD56bright NK,RNA,ING2,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
25: CD56bright NK,RNA,AP5B1,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
25: CD56bright NK,RNA,BAZ2A,0.9166666666666666,5.066190663052084e-4,9,3.2953184698251263
25: CD56bright NK,RNA,TROAP,0.9139076937674137,5.662259802804034e-4,9,3.2470102076774485
25: CD56bright NK,RNA,TTC31,0.9,9.430623223403283e-4,9,3.0254596059327175
25: CD56bright NK,RNA,NFKBIL1,0.9,9.430623223403283e-4,9,3.0254596059327175
25: CD56bright NK,RNA,DEF6,0.9,9.430623223403283e-4,9,3.0254596059327175
25: CD56bright NK,RNA,LINC00467,-0.9,9.430623223403321e-4,9,3.0254596059327157
25: CD56bright NK,RNA,ZNF169,-0.9,9.430623223403321e-4,9,3.0254596059327157
26: DN T cell_3,ADT,ITGB1,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
26: DN T cell_3,ADT,CLEC4C,0.8095238095238095,0.014902667686230074,8,1.8267359827482956
26: DN T cell_3,ADT,CD1D,-0.80511756018254,0.015904562291661335,8,1.7984782785800022
26: DN T cell_3,ADT,ITGA6,0.761904761904762,0.028004939153071826,8,1.5527653665950925
26: DN T cell_3,ADT,CLEC12A,-0.7380952380952382,0.036552761052860795,8,1.4370798125574886
26: DN T cell_3,ADT,NCR1,-0.7319250547113999,0.0389982739878224,8,1.4089546138492004
26: DN T cell_3,ADT,PECAM1,0.7142857142857144,0.04652823228416723,8,1.3322834470114369
26: DN T cell_3,ADT,B3GAT1,0.6826469692905577,0.06209269238231711,8,1.2069595084350189
26: DN T cell_3,ADT,MCAM,0.6666666666666667,0.07098765432098751,8,1.14881717418902
26: DN T cell_3,ADT,ITGAL,-0.642857142857143,0.08555889101267292,8,1.0677348532519588
26: DN T cell_3,ADT,CD45RO,0.642857142857143,0.08555889101267312,8,1.0677348532519577
26: DN T cell_3,ADT,CD1C,-0.5952380952380953,0.11952980613879259,8,0.9225237848621005
26: DN T cell_3,ADT,Human-Ig,0.5868368683374969,0.12619898553608927,8,0.8989441362000408
26: DN T cell_3,ADT,NECTIN2,0.5773502691896258,0.13397459621556113,8,0.8729775431973413
26: DN T cell_3,ADT,CD274,-0.5773502691896258,0.13397459621556126,8,0.8729775431973409
26: DN T cell_3,ADT,CD40LG,-0.5773502691896258,0.13397459621556126,8,0.8729775431973409
26: DN T cell_3,ADT,TNFRSF4,-0.5773502691896258,0.13397459621556126,8,0.8729775431973409
26: DN T cell_3,ADT,CD83,-0.5773502691896258,0.13397459621556126,8,0.8729775431973409
26: DN T cell_3,ADT,Rat-IgG1,0.5728219618694801,0.13777778243138522,8,0.8608208096082801
26: DN T cell_3,ADT,CD19,-0.5238095238095238,0.18272075053971493,8,0.7382121295321706
26: DN T cell_3,RNA,SMIM30,0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
26: DN T cell_3,RNA,RPRD1A,-0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
26: DN T cell_3,RNA,ZNF473,0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
26: DN T cell_3,RNA,KANSL1L,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
26: DN T cell_3,RNA,ATP5IF1,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
26: DN T cell_3,RNA,SF3B6,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
26: DN T cell_3,RNA,NMD3,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
26: DN T cell_3,RNA,ERCC4,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
26: DN T cell_3,RNA,LINC01473,-0.9285714285714287,8.62968182899974e-4,8,3.064005216156979
26: DN T cell_3,RNA,UFSP2,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
26: DN T cell_3,RNA,ZCCHC8,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
26: DN T cell_3,RNA,NKRF,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
26: DN T cell_3,RNA,MIR3142HG,-0.9271050693011067,9.161801973082035e-4,8,3.038019099476239
26: DN T cell_3,RNA,ZDHHC23,-0.913223320977314,0.001529138242959886,8,2.815553250074495
26: DN T cell_3,RNA,RPS3A,-0.904761904761905,0.0020082755054294473,8,2.697176708718135
26: DN T cell_3,RNA,LYN,-0.904761904761905,0.0020082755054294473,8,2.697176708718135
26: DN T cell_3,RNA,CPQ,-0.904761904761905,0.0020082755054294473,8,2.697176708718135
26: DN T cell_3,RNA,NUFIP1,-0.904761904761905,0.0020082755054294473,8,2.697176708718135
26: DN T cell_3,RNA,PRPF39,-0.904761904761905,0.0020082755054294473,8,2.697176708718135
26: DN T cell_3,RNA,ZNF506,-0.904761904761905,0.0020082755054294473,8,2.697176708718135
27: GZMK+ CD8 T cell,ADT,GP1BB,-0.9428571428571428,0.0048046647230320675,6,2.3183369126816737
27: GZMK+ CD8 T cell,ADT,ITGB7,-0.8857142857142858,0.018845481049562695,6,1.7247927722762404
27: GZMK+ CD8 T cell,ADT,THBD,-0.7775419143502352,0.06872694144108958,6,1.162872983092453
27: GZMK+ CD8 T cell,ADT,CD7,0.7714285714285715,0.07239650145772594,6,1.140282420464676
27: GZMK+ CD8 T cell,ADT,NCR1,0.7714285714285715,0.07239650145772594,6,1.140282420464676
27: GZMK+ CD8 T cell,ADT,IL7R,0.7714285714285715,0.07239650145772594,6,1.140282420464676
27: GZMK+ CD8 T cell,ADT,CD22,0.7714285714285715,0.07239650145772594,6,1.140282420464676
27: GZMK+ CD8 T cell,ADT,PECAM1,0.7142857142857143,0.1107871720116617,6,0.9555105234259608
27: GZMK+ CD8 T cell,ADT,CD69,0.7142857142857143,0.1107871720116617,6,0.9555105234259608
27: GZMK+ CD8 T cell,ADT,OLR1,0.7142857142857143,0.1107871720116617,6,0.9555105234259608
27: GZMK+ CD8 T cell,ADT,KLRD1,0.7142857142857143,0.1107871720116617,6,0.9555105234259608
27: GZMK+ CD8 T cell,ADT,SELP,-0.6571428571428571,0.15617492711370246,6,0.8063886880656238
27: GZMK+ CD8 T cell,ADT,TCR-vA7.2,0.6571428571428571,0.15617492711370246,6,0.8063886880656238
27: GZMK+ CD8 T cell,ADT,Mouse-IgG2a,0.6546536707079772,0.1583024233754577,6,0.8005124366819711
27: GZMK+ CD8 T cell,ADT,CD79B,0.6546536707079772,0.1583024233754577,6,0.8005124366819711
27: GZMK+ CD8 T cell,ADT,CD83,0.6546536707079772,0.1583024233754577,6,0.8005124366819711
27: GZMK+ CD8 T cell,ADT,CCR6,-0.6375355777548621,0.17326031529853364,6,0.7613008996086706
27: GZMK+ CD8 T cell,ADT,KLRB1,-0.6,0.20799999999999974,6,0.681936665037239
27: GZMK+ CD8 T cell,ADT,HLA-A,0.6,0.2079999999999999,6,0.6819366650372387
27: GZMK+ CD8 T cell,ADT,CD45RA,0.6,0.2079999999999999,6,0.6819366650372387
27: GZMK+ CD8 T cell,RNA,ATP13A2,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,ARHGEF2,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,SUCLG1,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,CCNB1,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,TXNDC5,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,URGCP,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,VDAC3,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,NAA40,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,ZNF140,-1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,USPL1,-1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,GPHN,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,EXOSC6,-1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,NAGLU,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,ZNF30,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,DHX34,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,UBE2C,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,MRPL40,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,SAMM50,-1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,THOC2,1,0,6,Inf
27: GZMK+ CD8 T cell,RNA,AC007038.1,0.9856107606091623,3.090856678496707e-4,6,3.509921132491241
28: DN T cell_4,ADT,CD14,0.9271050693011067,9.161801973082035e-4,8,3.038019099476239
28: DN T cell_4,ADT,ITGA6,-0.8728715609439696,0.0046592149439939196,8,2.331687253742119
28: DN T cell_4,ADT,NCAM1,-0.8571428571428573,0.00653001725471529,8,2.185085671157126
28: DN T cell_4,ADT,ITGB2,-0.8333333333333335,0.01017554012345672,8,1.9924425288928096
28: DN T cell_4,ADT,IL2RA,-0.80511756018254,0.015904562291661335,8,1.7984782785800022
28: DN T cell_4,ADT,Mouse-IgG2a,-0.80511756018254,0.015904562291661335,8,1.7984782785800022
28: DN T cell_4,ADT,ITGAX,-0.7857142857142858,0.020815127253525287,8,1.6816209297046647
28: DN T cell_4,ADT,CLEC12A,-0.7380952380952382,0.036552761052860795,8,1.4370798125574886
28: DN T cell_4,ADT,Mouse-IgG1,0.7325886315065459,0.03873063222381193,8,1.4119454137014504
28: DN T cell_4,ADT,ITGAM,-0.730552019767088,0.039555627904297626,8,1.4027917171246618
28: DN T cell_4,ADT,TFRC,0.6904761904761907,0.05799031816457269,8,1.23664450848339
28: DN T cell_4,ADT,CD47,0.6666666666666667,0.07098765432098751,8,1.14881717418902
28: DN T cell_4,ADT,CD27,0.6666666666666667,0.07098765432098751,8,1.14881717418902
28: DN T cell_4,ADT,ICAM1,-0.642857142857143,0.08555889101267292,8,1.0677348532519588
28: DN T cell_4,ADT,BTLA,0.6341828617898013,0.09126460848140389,8,1.0396976049528968
28: DN T cell_4,ADT,CD44,-0.6190476190476192,0.10173303745426454,8,0.9925379885315156
28: DN T cell_4,ADT,CXCR5,-0.6190476190476192,0.10173303745426454,8,0.9925379885315156
28: DN T cell_4,ADT,KLRD1,-0.6190476190476192,0.10173303745426454,8,0.9925379885315156
28: DN T cell_4,ADT,CD86,-0.5714285714285715,0.13895995716070633,8,0.8571103284474842
28: DN T cell_4,ADT,CD48,-0.5714285714285715,0.13895995716070633,8,0.8571103284474842
28: DN T cell_4,RNA,RNF8,0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
28: DN T cell_4,RNA,RNF135,0.9761904761904763,3.3143960262001043e-5,8,4.479595600407446
28: DN T cell_4,RNA,MAP4K4,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
28: DN T cell_4,RNA,MAPK9,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
28: DN T cell_4,RNA,MEF2B,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
28: DN T cell_4,RNA,ZNF235,-0.9523809523809526,2.604000243872459e-4,8,3.5843589794308586
28: DN T cell_4,RNA,CLK4,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
28: DN T cell_4,RNA,OSTF1,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
28: DN T cell_4,RNA,THNSL1,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
28: DN T cell_4,RNA,GLRX3,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
28: DN T cell_4,RNA,CKAP5,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
28: DN T cell_4,RNA,RBM7,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
28: DN T cell_4,RNA,PNPLA4,0.9523809523809526,2.6040002438724964e-4,8,3.5843589794308524
28: DN T cell_4,RNA,AL662884.3,0.938590635448906,5.526162917581607e-4,8,3.2575763157344317
28: DN T cell_4,RNA,ICAM1,-0.9285714285714287,8.62968182899974e-4,8,3.064005216156979
28: DN T cell_4,RNA,MED12,-0.9285714285714287,8.62968182899974e-4,8,3.064005216156979
28: DN T cell_4,RNA,ZNF326,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
28: DN T cell_4,RNA,TOP1MT,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
28: DN T cell_4,RNA,CKAP2,0.9285714285714287,8.629681828999778e-4,8,3.064005216156977
28: DN T cell_4,RNA,ZEB1-AS1,-0.9221722216732094,0.0011108173578061773,8,2.954357342515098
29: DN T cell_5,ADT,IL2RA,-0.8999999999999998,0.03738607346849869,5,1.427290144915593
29: DN T cell_5,ADT,CD40,0.8999999999999998,0.03738607346849875,5,1.4272901449155924
29: DN T cell_5,ADT,MCAM,0.8999999999999998,0.03738607346849875,5,1.4272901449155924
29: DN T cell_5,ADT,KIR2DL3,0.8999999999999998,0.03738607346849875,5,1.4272901449155924
29: DN T cell_5,ADT,Mouse-IgG2a,-0.8944271909999159,0.04051932635383419,5,1.3923377835300323
29: DN T cell_5,ADT,Human-Ig,0.7999999999999998,0.10408803866182796,5,0.9825991748279014
29: DN T cell_5,ADT,ITGB7,-0.7999999999999998,0.10408803866182813,5,0.9825991748279006
29: DN T cell_5,ADT,CD83,0.7826237921249264,0.11761376087345807,5,0.9295418625984697
29: DN T cell_5,ADT,PDCD1,0.7071067811865475,0.18169011381620923,5,0.7406687030269982
29: DN T cell_5,ADT,Mouse-IgG1,0.7071067811865475,0.18169011381620923,5,0.7406687030269982
29: DN T cell_5,ADT,CD1D,-0.7071067811865475,0.18169011381620923,5,0.7406687030269982
29: DN T cell_5,ADT,TNFRSF13B,-0.7071067811865475,0.18169011381620923,5,0.7406687030269982
29: DN T cell_5,ADT,CD7,0.6999999999999998,0.18812040437418734,5,0.7255640963873156
29: DN T cell_5,ADT,CD5,0.6999999999999998,0.18812040437418734,5,0.7255640963873156
29: DN T cell_5,ADT,ITGB1,0.6999999999999998,0.18812040437418734,5,0.7255640963873156
29: DN T cell_5,ADT,CD99,0.6999999999999998,0.18812040437418734,5,0.7255640963873156
29: DN T cell_5,ADT,CD101,0.6999999999999998,0.18812040437418734,5,0.7255640963873156
29: DN T cell_5,ADT,CD58,0.6708203932499369,0.21516994256954994,5,0.6672183960534809
29: DN T cell_5,ADT,CXCR5,-0.6668859288553503,0.21889398131323168,5,0.6597661795850467
29: DN T cell_5,ADT,FCER1A,-0.6668859288553503,0.21889398131323168,5,0.6597661795850467
29: DN T cell_5,RNA,ZBTB17,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,GPN2,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,LRRC41,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,TMEM59,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,SARS,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,NBPF14,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,AL162258.2,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,HSD17B7,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,DDX59,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,RNPEP,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,PPP2R5A,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,RNASEH1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,ADAM17,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,CCDC93,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,RBM43,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,METTL5,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,PPIL3,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,CNPPD1,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,CHCHD4,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
29: DN T cell_5,RNA,SACM1L,0.9999999999999998,3.971862410081713e-24,5,23.401005804380397
2: Naïve CD4 T cell_1,ADT,CD86,-0.7727272727272727,0.005299487178643858,11,2.2757661542219854
2: Naïve CD4 T cell_1,ADT,FCGR3A,-0.7545454545454546,0.007282041008429129,11,2.1377468796887635
2: Naïve CD4 T cell_1,ADT,CR1,-0.7363636363636363,0.009759535959916911,11,2.01057083139463
2: Naïve CD4 T cell_1,ADT,GP1BB,-0.6818181818181818,0.02084285361094508,11,1.681042821713885
2: Naïve CD4 T cell_1,ADT,CD19,-0.6090909090909091,0.04669570935409886,11,1.3307230228481424
2: Naïve CD4 T cell_1,ADT,OLR1,0.6090909090909091,0.04669570935409886,11,1.3307230228481424
2: Naïve CD4 T cell_1,ADT,TNFRSF13B,-0.5258758927213288,0.09660888433431214,11,1.0149829332123737
2: Naïve CD4 T cell_1,ADT,CD24,-0.5053351723001639,0.11282494882899043,11,0.9475948547791627
2: Naïve CD4 T cell_1,ADT,ITGB2,-0.5,0.11730680301423815,11,0.930676800963147
2: Naïve CD4 T cell_1,ADT,TCR-vA7.2,0.5,0.11730680301423815,11,0.930676800963147
2: Naïve CD4 T cell_1,ADT,CTLA4,0.49580054640770804,0.12091401659332836,11,0.9175233519407475
2: Naïve CD4 T cell_1,ADT,MS4A1,-0.49090909090909096,0.12520440713849532,11,0.9023803838872249
2: Naïve CD4 T cell_1,ADT,CD244,0.4885042104591972,0.127348968234888,11,0.8950045692846609
2: Naïve CD4 T cell_1,ADT,IGHM,-0.4818181818181818,0.13343383825682856,11,0.874734021209065
2: Naïve CD4 T cell_1,ADT,PDCD1,0.4740597223144522,0.14072210977245855,11,0.8516376623534073
2: Naïve CD4 T cell_1,ADT,CLEC12A,0.4727272727272727,0.14199852020632006,11,0.8477161814590436
