cluster,direction,gene,avg_log2FC,padj
13_Transitional_B_cell_HighvsLowVL_PreART,Down,SOD2,-0.639009888837174,7.3361561792531e-4
13_Transitional_B_cell_HighvsLowVL_PreART,Down,TRAPPC6A,-0.646038440339162,8.1158260792471e-4
13_Transitional_B_cell_HighvsLowVL_PreART,Down,LCN8,-5.7060653632443,9.388103222007e-4
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC097376.3,-1.17104152465704,9.687742811547e-4
13_Transitional_B_cell_HighvsLowVL_PreART,Down,ZBP1,-0.998321996375089,0.0010688970824041
13_Transitional_B_cell_HighvsLowVL_PreART,Down,DDHD1,-0.59198695422481,0.00122136970121448
13_Transitional_B_cell_HighvsLowVL_PreART,Down,NEDD9,-0.762204821726375,0.0013092420711902
13_Transitional_B_cell_HighvsLowVL_PreART,Down,PAM,-0.626886298856858,0.00132307925962968
13_Transitional_B_cell_HighvsLowVL_PreART,Down,GPN3,-0.838567934484835,0.00141345350193737
13_Transitional_B_cell_HighvsLowVL_PreART,Down,PTPRK,-1.06664480264089,0.00146447238162829
13_Transitional_B_cell_HighvsLowVL_PreART,Down,MYO3A,-5.54654177880789,0.00151144135778564
13_Transitional_B_cell_HighvsLowVL_PreART,Down,PALM2-AKAP2,-0.602914473221788,0.00151324856011381
13_Transitional_B_cell_HighvsLowVL_PreART,Down,HIST2H2AA4,-1.22356879745682,0.00151849594731026
13_Transitional_B_cell_HighvsLowVL_PreART,Down,TNFAIP8L2,-0.995117662541991,0.00183350831827772
13_Transitional_B_cell_HighvsLowVL_PreART,Down,MTG1,-0.588091379824652,0.00189318543845893
13_Transitional_B_cell_HighvsLowVL_PreART,Down,KLF10,-0.920472709526788,0.00204328021068097
13_Transitional_B_cell_HighvsLowVL_PreART,Down,RAB27A,-1.11988323764266,0.00210876740132489
13_Transitional_B_cell_HighvsLowVL_PreART,Down,GLRX,-0.6586129516749,0.00220214281994774
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC012020.1,-3.71692154051685,0.002223187152907
13_Transitional_B_cell_HighvsLowVL_PreART,Down,MYO1B,-3.1328562541048,0.00229900451232391
13_Transitional_B_cell_HighvsLowVL_PreART,Down,IGHV4-55,-6.48479217599532,0.00241263438671892
13_Transitional_B_cell_HighvsLowVL_PreART,Down,GCNT1,-0.91274954350991,0.00274879516034663
13_Transitional_B_cell_HighvsLowVL_PreART,Down,SQOR,-1.03212456046151,0.00275726468535323
13_Transitional_B_cell_HighvsLowVL_PreART,Down,ZDHHC21,-0.800214930523747,0.00279834593503393
13_Transitional_B_cell_HighvsLowVL_PreART,Down,STEAP1B,-0.824519628191258,0.00364302475727003
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC005699.1,-5.13594344518542,0.0040343620851409
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AL117381.1,-2.32402134533965,0.00415575408727487
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC091729.1,-5.49256313514504,0.0042651501582211
13_Transitional_B_cell_HighvsLowVL_PreART,Down,PARP12,-0.750835701864458,0.00433703211491264
13_Transitional_B_cell_HighvsLowVL_PreART,Down,FHIT,-0.653468170890255,0.00458427987992563
13_Transitional_B_cell_HighvsLowVL_PreART,Down,ASPHD2,-0.794540112807506,0.00473868954257054
13_Transitional_B_cell_HighvsLowVL_PreART,Down,SERPINB2,-5.47861189141828,0.0048470203606595
13_Transitional_B_cell_HighvsLowVL_PreART,Down,SAMHD1,-0.892827394794358,0.00498857995875225
13_Transitional_B_cell_HighvsLowVL_PreART,Down,MCTS1,-0.633986874201066,0.00506292211600979
13_Transitional_B_cell_HighvsLowVL_PreART,Down,STX17,-0.867624775382019,0.00542019481309455
13_Transitional_B_cell_HighvsLowVL_PreART,Down,CNDP2,-0.747370632993611,0.00546429105454299
13_Transitional_B_cell_HighvsLowVL_PreART,Down,GMDS,-0.604271129635526,0.0058187398747511
13_Transitional_B_cell_HighvsLowVL_PreART,Down,JAM2,-1.14830168116268,0.0061344924986015
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC016831.7,-1.93199766133839,0.00646033697940103
13_Transitional_B_cell_HighvsLowVL_PreART,Down,BTN3A3,-0.720503637884462,0.006465679140166
13_Transitional_B_cell_HighvsLowVL_PreART,Down,CD180,-0.688731671071076,0.00695116806557474
13_Transitional_B_cell_HighvsLowVL_PreART,Down,MTHFD2,-0.704451682351656,0.00699017538898457
13_Transitional_B_cell_HighvsLowVL_PreART,Down,IGHV3-15,-1.73049808436876,0.00714752327088235
13_Transitional_B_cell_HighvsLowVL_PreART,Down,GRAPL,-1.35506667346273,0.00744042413245371
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AP000763.3,-2.1308630728858,0.00770705276354652
13_Transitional_B_cell_HighvsLowVL_PreART,Down,ITGB7,-0.775761883744923,0.00785489431389909
13_Transitional_B_cell_HighvsLowVL_PreART,Down,TUT7,-0.652186050080618,0.00850164781366279
13_Transitional_B_cell_HighvsLowVL_PreART,Down,NUP160,-0.643794130704809,0.00905882525162755
13_Transitional_B_cell_HighvsLowVL_PreART,Down,SECTM1,-4.50609477828316,0.0102455994457641
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC105046.2,-5.38706778011226,0.0111274451292514
13_Transitional_B_cell_HighvsLowVL_PreART,Down,GPR135,-3.23495885181415,0.0117236978142807
13_Transitional_B_cell_HighvsLowVL_PreART,Down,BAIAP2L1,-1.05564260892699,0.0124648907538995
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC253572.2,-3.15586199054735,0.0125439114111446
13_Transitional_B_cell_HighvsLowVL_PreART,Down,CBR1,-0.914873051973706,0.0143817052007183
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC105052.4,-0.678311000513336,0.0149331676483956
13_Transitional_B_cell_HighvsLowVL_PreART,Down,NUCB1,-0.636052020495473,0.0159125484119319
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC099063.4,-1.96015488395643,0.0159344910843855
13_Transitional_B_cell_HighvsLowVL_PreART,Down,DGLUCY,-0.764137297709594,0.0168031993803901
13_Transitional_B_cell_HighvsLowVL_PreART,Down,VPS45,-1.09658877168792,0.017950733241001
13_Transitional_B_cell_HighvsLowVL_PreART,Down,ADAM19,-0.638086698589625,0.0194469014312285
13_Transitional_B_cell_HighvsLowVL_PreART,Down,NRIR,-3.14148922509777,0.0203778953482295
13_Transitional_B_cell_HighvsLowVL_PreART,Down,VPS54,-1.00135315579053,0.021224767862466
13_Transitional_B_cell_HighvsLowVL_PreART,Down,NDC80,-2.49252736625777,0.0226207542513534
13_Transitional_B_cell_HighvsLowVL_PreART,Down,ZC4H2,-0.989249039961151,0.0279983913662993
13_Transitional_B_cell_HighvsLowVL_PreART,Down,LPCAT2,-1.66893261554067,0.0288207627043771
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC104389.5,-2.00823429599652,0.0310227262522169
13_Transitional_B_cell_HighvsLowVL_PreART,Down,APOL3,-0.930159183167012,0.0314414898101196
13_Transitional_B_cell_HighvsLowVL_PreART,Down,CNTLN,-1.89669758985318,0.0319872220191634
13_Transitional_B_cell_HighvsLowVL_PreART,Down,XACT,-1.34516098884571,0.0347311029101199
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AC092944.1,-1.30868745542695,0.0354679429352265
13_Transitional_B_cell_HighvsLowVL_PreART,Down,FKBP2,-0.60726521761276,0.0357836130528349
13_Transitional_B_cell_HighvsLowVL_PreART,Down,HK1,-0.787491760127952,0.0360738279372178
13_Transitional_B_cell_HighvsLowVL_PreART,Down,GTF2E2,-0.598774959725692,0.0363148085004486
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AL078604.4,-5.37218520102881,0.0381596076302582
13_Transitional_B_cell_HighvsLowVL_PreART,Down,HSPB11,-0.614864626914866,0.039076134654414
13_Transitional_B_cell_HighvsLowVL_PreART,Down,C12orf74,-5.20080360089288,0.0417376004782275
13_Transitional_B_cell_HighvsLowVL_PreART,Down,LINC01781,-0.74543662067878,0.0426864856673392
13_Transitional_B_cell_HighvsLowVL_PreART,Down,NUDT1,-0.586987144354831,0.0432293000850325
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AL078600.1,-1.18985910406729,0.0439059753733255
13_Transitional_B_cell_HighvsLowVL_PreART,Down,AP002761.2,-5.16555101810519,0.0461277812661907
13_Transitional_B_cell_HighvsLowVL_PreART,Down,UBA6-AS1,-0.975556555518363,0.0462697582435247
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IFITM3,1.93972584123575,5.048005416955019e-43
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,DUSP1,2.4058395628786,1.08065868973623e-37
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,HLA-DRB5,1.15027492355064,7.879742999377239e-36
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,LY6E,1.63819123162799,2.70544910665049e-35
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MTRNR2L12,6.69858932515199,3.20417905943737e-34
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IFI27,4.36115277484867,1.99997797542489e-32
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,XIST,2.07589331375037,1.8593148418734898e-31
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,NFKBIA,1.2283438422753,6.11552391343191e-29
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IFI6,1.07046189255389,6.321156843290699e-29
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,TYMP,0.697387004514312,2.48149715008847e-28
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,NAMPT,1.53699668778229,2.60670512736294e-28
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MX1,1.98913045110146,7.8431021143487695e-28
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,KLF6,1.37066937252159,2.1474474591756502e-24
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,GAPDH,1.13831829513919,6.82527499406961e-24
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,TNFAIP3,1.50293694655734,2.19612924628675e-22
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PPP1R15A,1.37656156501923,7.93960188231506e-22
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PSMB9,0.763924732624259,8.12107718767966e-22
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SIGLEC1,2.54241792255956,9.15674906829872e-22
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,BTG1,1.91084177755138,1.13801867821094e-21
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IRF7,1.29249997415439,1.4988021667730698e-20
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,APOBEC3A,4.92855464496312,5.909752448121179e-20
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,RPS9,0.634724015099405,2.23635806045055e-19
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,KLHDC7B,1.83816201189676,3.5134569107653496e-19
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ZFP36,1.79449935902075,6.808705564812769e-19
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,LDHA,1.51681642263694,1.26917838327734e-18
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IDO1,1.22057193360549,1.2968351697154899e-18
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,EPSTI1,0.920669199833945,3.61378590845044e-18
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CXCL8,1.01271433404384,9.02408737012689e-18
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SRGN,0.701933756402043,1.35373268804519e-17
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,JUND,1.25974042457915,1.47525523232132e-17
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IFIT3,2.44570127830427,2.77707798412796e-17
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IL1B,0.944393503198458,3.47094960492838e-17
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CALHM6,1.69880554973678,3.80476035897288e-16
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,XAF1,1.33352166063616,9.77705760655573e-16
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CARD16,1.35295210818076,1.0403938907624702e-15
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,UBE2L6,0.604013944196455,3.05036329666948e-15
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,VCAN,2.77739547072565,3.3286155800833704e-15
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,FPR2,3.60042887131245,3.37829197770471e-15
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,RETN,4.08171271505462,4.74032707910775e-15
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CXCL10,9.39039952377143,5.3737246594835604e-15
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,FCGR1A,1.20010167301452,8.48948933638529e-15
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CD300E,1.99365698443684,9.37825512082929e-15
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,VEGFA,3.81845399023999,1.3323389796947e-14
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,AL138963.4,2.8727307910263,2.0759407450396102e-14
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,VAMP5,1.21286013096107,2.21692000203384e-14
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PIM3,0.8388972183437,2.44284331490054e-14
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,FAM20A,1.40114213063085,5.19387530897714e-14
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IFI44L,1.22074815336656,5.87173400207326e-14
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SAT1,0.725348884217627,8.53943950545599e-14
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MYO1G,1.2659294545185,1.48184369498842e-13
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,GBP1,1.4479346740227,1.54073303984352e-13
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SPP1,2.59979219705627,2.8078172351395097e-13
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ATP2B1-AS1,2.57354488727104,2.92015843435731e-13
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,LILRB1,0.592782260925911,3.3141469814804397e-13
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CEBPD,1.44289585310793,1.3873596375294e-12
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,DSE,1.14369662608004,2.85383931662642e-12
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CCL8,9.85192357358669,3.65960386752363e-12
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,NFKBIZ,1.42590580991597,1.3150238799116398e-11
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,LAIR1,0.922035993968534,2.6104920808445898e-11
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CCL3,0.623404751343412,2.6190544726090398e-11
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,STK24,1.24814382082603,7.599515981035749e-11
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PDE4B,1.52114682064107,8.0985836210452e-11
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,APOL4,4.76481595281988,1.02166165684171e-10
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SOCS3,1.05590301996015,1.2382734016461002e-10
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,VEGFB,0.979852343918656,1.4535032981248e-10
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,RNASET2,1.38141911592189,2.42897043852219e-10
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IRF1,0.798759292708596,3.13133372564273e-10
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,AL133415.1,1.41954002646416,3.31682412105865e-10
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SERPING1,1.31616363463033,4.71674427757669e-10
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CIRBP,0.892553097153648,9.30320282680762e-10
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,OAS1,0.832044603543275,1.44802160174132e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CASP1,0.892609726246675,1.7782889919029202e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SAMD9L,0.893736676949134,2.48438090013772e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PNRC1,1.07073843812009,2.59223851984422e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CSRNP1,2.24240954901991,3.78462087387753e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ADAM8,2.0719512094742,4.13979053443216e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ISG15,1.32830602245327,5.24841219678816e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,GRK2,0.992518143107503,6.25644008907934e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,LCP2,0.632260644721077,6.3947068086722e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CCL2,1.10213132718352,7.00335149018824e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ATF5,1.09424955490271,7.2231181267441504e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CMPK2,1.4848396449657,7.340866059790561e-9
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,HES4,4.91817984492316,1.32420376882548e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IFI44,1.67434596985873,1.55552177854389e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ADGRE5,0.83684803238003,1.81587294026449e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ANKRD22,1.24617084639092,2.08227565227096e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,TSC22D3,1.85912207876783,2.25566446865958e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SNHG5,1.20254065066417,3.65282622627157e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,HCAR3,1.8293582847448,5.09529342683731e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,LAMB3,4.56409402889169,6.44421910507479e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IER3,0.953744018318093,9.41942738706619e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PLEKHM2,0.901140097075867,9.50964729162921e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MT2A,1.00883950260153,9.82638785934796e-8
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PID1,1.45213467234117,1.32129095904124e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,G0S2,2.90907415403104,1.37149605555995e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,OASL,2.36546134527833,1.39370351191536e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,TREM1,2.2091767257434,1.50978744218329e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ACSL1,0.743107803755565,1.57869042034352e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,UPP1,0.964439530198062,2.05227645581326e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MBD2,0.703935931811948,2.19794079688476e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,GPI,1.41685494232764,3.44046686350737e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IRF2BP2,1.04466273089842,3.54906742260938e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MIF,1.01653455164095,4.42316858495346e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IER5,0.975692460997376,4.42413531877555e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ZFP36L1,1.028486509533,4.61282572733086e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,AC007032.1,3.78668618882663,5.5960852865696e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,TNFSF10,1.8032799638905,5.86524131514923e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,DDIT4,1.85022747112106,7.32230148639249e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CCNL1,0.965066485776137,7.72250236462048e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ANXA1,0.728812929750152,8.2052906639162e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ZFAS1,1.30508426514383,9.30607379214594e-7
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,GCH1,1.13540131943119,1.05103047015837e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,REL,0.717187209249475,1.42986495682664e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IFITM2,0.818139212170148,1.43176380385593e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,AC015912.3,2.33303636991857,1.6491577003441e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PHLDA1,1.47316246796643,1.70973923811438e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MIDN,0.915253288696573,1.75451994467083e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CCL7,1.72422465466635,2.39348558291641e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IFIH1,0.699378011008311,2.61548384788487e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MCL1,0.979666449355349,2.99367394831697e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SLC2A3,1.60279475320534,3.00350671547016e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,JUN,1.56938667797966,4.7827391096021e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,LMNA,0.90835175619466,5.12827746428991e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,RPS10,1.35247451525862,5.22881252061061e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,LINGO1,5.62642775668346,5.9633628765089e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ANTXR2,1.42575878711378,6.22084207686944e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CCL4,1.046221732202,6.35841540047873e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CBX4,1.7287215436775,7.26158104556839e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,NR4A3,3.04973301049716,7.46454782518485e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,JDP2,1.80444218222914,8.64452192896516e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,BAZ1A,0.580476883970451,9.25267682634148e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,RSAD2,2.3754515058027,9.5954557828869e-6
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,H3-3B,9.7850405274911,1.00075819708061e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,AC026785.2,5.34445834807289,1.04680948415178e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,IL15,0.864340058782621,1.11522538032895e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ENSG00000289901,9.20384009192331,1.11788732152301e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ATF3,1.49883370272927,1.12509689268781e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,APOL6,0.634169683816861,1.18814912939827e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,AQP9,0.64882698348778,1.50063261968363e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SAMD9,1.2306594577082,1.51354100891394e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,PRDM1,1.22768235224792,1.55770911296714e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CMTM3,0.637251646410398,1.69348547056646e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,H3-3A,8.64444745769447,2.0737793750539e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ANPEP,0.910678660715012,2.08502263029503e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,GAREM1,1.57445066495469,3.0260769268319e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,EREG,3.24553440943542,3.32257730008741e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ATF4,0.939112206945431,3.52352559596222e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,OTUD1,2.30186700780785,3.59694973256587e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,MTSS1,2.30569374400895,3.77870173892241e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SMAD3,2.83213958228326,3.86080424069304e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CAPN2,0.964405688470989,3.87425549894165e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,UBALD2,0.639511343788273,4.64655137325204e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,RAMACL,4.30407835896979,4.95367528264963e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,APOL3,0.964201634792705,5.07837361667306e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,TALAM1,8.44788497034868,5.26825001264555e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,DDX60L,0.834896913788746,5.44469530947587e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,METRNL,0.71773333429239,5.61850466720468e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,SCO2,1.1262831360214,6.01110214423919e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,ENSG00000234961,7.75036217043778,6.06732655556629e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,HERC5,1.31348060360183,6.08426362072574e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,TMUB1,0.771135261634291,6.2082030053841e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,VAMP2,0.787482731026335,7.65906964960198e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,AL137857.1,2.71400049453666,8.00950850507862e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,CYRIB,7.29887236681557,8.12213707126079e-5
14_CD14hi_CD16_Monocyte_HighvsLowVL_PreART,Up,GPX1,8.55057582456548,8.71409886246897e-5
