comparison,cluster,module,test,mode_note,n_total,n_groupA,n_groupB,n_paired,estimate,estimate_type,ci_lower,ci_upper,statistic,p_value,p_adj
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.12034087067880675,HL_shift,-0.35745950314444636,0.2028986363442402,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.04882958909214856,HL_shift,-1.0848778682515776,0.80913748182158,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.00938191426828077,HL_shift,-0.2649906336628145,0.23033901088086273,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.05244372854332186,HL_shift,-0.25448492922895166,0.16987540086144792,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.3368436564963922,HL_shift,-0.6659725942065462,0.10163628970881977,3,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0215619028759378,HL_shift,-0.14305327348867614,0.09196753715595521,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.04045059447077114,HL_shift,-0.1883276671270477,0.026162097060484914,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.034075579954422286,HL_shift,-0.3511254746253406,0.14458863888673032,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0016384079490885765,HL_shift,-0.12315481489453863,0.07412006603607371,12,1,1
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.06929973512031945,HL_shift,-1.0661897037227825,0.8872079600785605,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.003884612768594857,HL_shift,-0.06616350924710596,0.15546033204604234,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.017863426857603806,HL_shift,-0.12221590253733813,0.1140730239234678,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.11143269554009372,HL_shift,-0.6028022739401695,0.2562989134733916,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.01133722274324869,HL_shift,-0.22666567924861203,0.23595073118037138,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.13997975252151723,HL_shift,-0.3703942639444888,0.0805648085379798,4,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.020898715929039965,HL_shift,-0.23063412795770671,0.08040780860349649,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",14: CD14hi CD16+ Monocyte,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.034935052389243416,HL_shift,-0.3951136862461642,0.05606638903431238,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.002057997732134796,HL_shift,-0.1073441387042284,0.06908823108359875,12,1,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.02756698570517376,HL_shift,-0.07951717556063945,0.10878281425252292,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.006315555450506584,HL_shift,-0.029105502552347427,0.04335279394145789,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.06860446640513554,HL_shift,-0.26282001490187756,0.038630150089840665,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.006094659984176963,HL_shift,-0.04548020511786202,0.06797285105893495,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.030264256214995268,HL_shift,-0.018303063035088787,0.1951111230659342,18,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.023149737161127188,HL_shift,-0.03878585032689539,0.06765704379910803,3,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.038196473032049816,HL_shift,-0.07109351097808152,0.12929945965352058,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_Mitophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0681226823149664,HL_shift,-0.29556654939506494,0.18419108244853682,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_Xenophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.00327696830736106,HL_shift,-0.09652749067060892,0.04225297519384123,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_cGAS_STING,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.022121156429502253,HL_shift,-6.725183099387786e-5,0.05388141447054783,22,0.05247949955924659,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-2.6710816877158596e-4,HL_shift,-0.031171520640244685,0.04197112601847014,12,1,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Bcell_Atypical_ABC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.04315411379991688,HL_shift,-0.1987831466058031,0.2704283418776866,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Bcell_GC_like,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.016749899630739782,HL_shift,-0.26400398647956747,0.0439448655194087,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Bcell_Plasmablast,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.004460744785750686,HL_shift,-0.18541921864773306,0.1392625319078199,12,1,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_CD8_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.07475364152975182,HL_shift,-0.3231209344807333,1.009918566108222,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_CD8_Exhaustion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.09924123798865615,HL_shift,-0.08377565112599283,0.2709054794301944,21,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_CD8_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.01087834587402724,HL_shift,-0.41415697382238836,0.1498792508659038,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Cytokines_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.025128766531808712,HL_shift,-0.03801771575963506,0.13878881037317392,19,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_ExhaustionMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.07555029989446195,HL_shift,-0.04727509560821423,0.17622135215040138,20,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_GutTranslocation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,3.445664823334758e-4,HL_shift,-0.024464943944657196,0.038941442655196404,12,1,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_IL10_STAT3_Myeloid_M2_Hue,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0016750610141801608,HL_shift,-0.0070583265765863535,0.004501233188120133,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_IL10_STAT3_ReceptorsTransducers,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.024281376452092013,HL_shift,-0.12955541720064961,0.07888533024927019,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_IL10_STAT3_TFH_Adjacent_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.011737067412195388,HL_shift,-0.07565683622662886,0.22543977572263227,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_IL10_STAT3_Treg_Overlap,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.022957488237681643,HL_shift,-0.1098881435748354,0.12933739967440402,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.11171012803539898,HL_shift,-0.12758735743795124,0.43491068916990094,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.14061531143786365,HL_shift,-0.04382280654273807,0.7356365609883811,20,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.004237935018800976,HL_shift,-0.0747806890361048,0.15444156945721177,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0025780338349391183,HL_shift,-0.11140904423946686,0.08288726184038639,12,1,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.018128128942800387,HL_shift,-0.09648838642661733,0.21372299361719765,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.023169645448130008,HL_shift,-0.1942100991701832,0.03403873556267175,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.08234446088354205,HL_shift,-0.21274461676022766,0.7288732268464482,16,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.1649226096628923,HL_shift,-0.7424737870028553,1.3000247178788678,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.28604017780573376,HL_shift,-0.09351248577914326,0.6803271604936031,20,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.01087834587402724,HL_shift,-0.41415697382238836,0.1498792508659038,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02254429932197064,HL_shift,-0.0668410210049785,0.05554007240140159,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.009083848195929795,HL_shift,-0.07994962177339883,0.05504175196495471,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.00418033882591062,HL_shift,-0.026057065751763392,0.09507010261470715,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02840607040462677,HL_shift,-0.040331325241436844,0.1031139812091994,19,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.006602018564191268,HL_shift,-0.164284331545116,0.11573763528979329,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.010042464545419724,HL_shift,-0.23019781594707567,0.11975671095984956,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",15: NK cell_1,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.01966490534619983,HL_shift,-0.2604095568338236,0.12704885857207038,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.009999254684636586,HL_shift,-0.08518142704750616,0.06816654396773858,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.0017038036610372014,HL_shift,-0.0767943669675928,0.08148484522868377,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.010407079880948992,HL_shift,-0.04229994331074327,0.040339792856167,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.06609612557634795,HL_shift,-0.17592586570201665,0.047335017668245,3,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.017828136863846933,HL_shift,-0.0622549584508835,0.03731146879145541,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.012799251191729782,HL_shift,-0.04992803343591252,0.03405252599328001,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.0018714549235071126,HL_shift,-0.0421306419590643,0.042881157391286784,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.02472823646739364,HL_shift,-0.04736450961255726,0.08691116383592068,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_Mitophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.08233487376702016,HL_shift,-0.3144226882102295,0.16114345509340075,7,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_Xenophagy,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.025262823853166198,HL_shift,-0.08018868977623676,0.01493168928695356,4,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_cGAS_STING,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.02310605087128813,HL_shift,-0.052144445282699986,0.014261833585834114,4,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Autophagy_mTORC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0035393596357134356,HL_shift,-0.05462410616048309,0.026630398010990076,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Bcell_Atypical_ABC,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.01848186754048997,HL_shift,-0.16558439082991053,0.08354373928447424,16,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Bcell_GC_like,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.005685234250944389,HL_shift,-0.2988788048604074,0.08363925564564222,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Bcell_Plasmablast,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.022355694830225092,HL_shift,-0.12978949634669604,0.08052624433230841,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_CD8_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.1532532699185707,HL_shift,-0.07481294108887523,0.401453753801693,20,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_CD8_Exhaustion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.028852716666008527,HL_shift,-0.06981937589694885,0.14580369275275434,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_CD8_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.07897895507125394,HL_shift,-0.2664284870831448,0.047481652692740996,5,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Cytokines_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.0425113324990245,HL_shift,-0.010413028300975097,0.12997497097813449,20,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_ExhaustionMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.03160091973364387,HL_shift,-0.054048938293288676,0.10960771375000478,18,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_GutTranslocation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.008876956331235154,HL_shift,-0.029718760323599398,0.038497635709198744,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_IL10_STAT3_Myeloid_M2_Hue,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.0016074288048040111,HL_shift,-0.00592400047645022,0.014128425521909077,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_IL10_STAT3_ReceptorsTransducers,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.016896866961910444,HL_shift,-0.1445544609342878,0.10505498477242792,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_IL10_STAT3_TFH_Adjacent_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.03568656654158477,HL_shift,-0.10191420429644223,0.09845119087871064,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_IL10_STAT3_Treg_Overlap,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.1605762664341503,HL_shift,-0.03506042473987966,0.3005251409667279,22,0.05247949955924659,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_ISG_TypeI,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.016901513154054693,HL_shift,-0.06549647940980566,0.2520829774749518,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_ISG_TypeII,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.06894145128987618,HL_shift,-0.04880551525615626,0.8977947674735709,18,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_ImmuneActivation_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.024298637362756496,HL_shift,-0.02181444874486701,0.057905117504751316,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Myeloid_DC_Maturation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.05946183063185911,HL_shift,-0.2868842279425082,0.07555331895953585,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Myeloid_Inflammatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.004417360827224026,HL_shift,-0.08079133743838277,0.19265523899068462,13,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Myeloid_Regulatory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.00790028593952654,HL_shift,-0.22756417924868622,0.010541359445070654,6,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_NK_Activation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.15223852529486268,HL_shift,-0.11051588130755446,0.36062214379550245,20,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_NK_Effector,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.1367170535692407,HL_shift,-0.26930339775250334,0.4454740280115047,21,0.08273102231510242,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_NK_Inhibition,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.08684294504371304,HL_shift,-0.04865034381317063,0.1836562259597515,20,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Reservoir_CD4_Reservoir_Memory,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.07897895507125394,HL_shift,-0.2664284870831448,0.047481652692740996,5,0.1845725528398829,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Reservoir_CD4_Tfh_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.017986549901458537,HL_shift,-0.05807466480873567,0.09592380605458939,14,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_Reservoir_CD4_Tph_Discriminator,wilcoxon_unpaired,No paired PIDs,11,8,3,0,9.070253013360174e-6,HL_shift,-0.05639295958911438,0.05741488601684012,12,1,1
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_SenescenceMarkers_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.018245399978511514,HL_shift,-0.007779973735979891,0.09202500352963441,18,0.26157223601394936,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_TGFb_Downstream,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.0021368166186660296,HL_shift,-0.09198938459874464,0.06565505191117013,12,1,1
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_TGFb_Noncanonical,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.05143062623440309,HL_shift,-0.18016400245343836,0.13576549770684515,10,0.7594628653799336,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_TGFb_ReceptorsLigands,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.006160398173589323,HL_shift,-0.23718348046623708,0.03294929188483786,9,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",16: Gamma Delta 1 T cells,MS_TGFb_SMAD_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.01529726816375443,HL_shift,-0.2175633203953046,0.04064341863683661,17,0.3583264667488803,0.9959058091958094
"High vs Low VL (Entry, HEI)",17: NK cell_2,MS_AdhesionMolecules_Core,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.022093034540834063,HL_shift,-0.12292653155872665,0.11097307695289108,15,0.6098340436734594,0.9959058091958094
"High vs Low VL (Entry, HEI)",17: NK cell_2,MS_Autophagy_AMPK,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.0037383219472661143,HL_shift,-0.05128926484094906,0.06703663922837969,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",17: NK cell_2,MS_Autophagy_CLEAR_TFs,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.029548165401930504,HL_shift,-0.10958424197089207,0.021013196869771465,4,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",17: NK cell_2,MS_Autophagy_Cargo,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.03848147356310806,HL_shift,-0.23726907134051384,0.1146880761357759,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",17: NK cell_2,MS_Autophagy_Conjugation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.007230008817468949,HL_shift,-0.05258106451375978,0.052222198354255504,11,0.9187074054282888,1
"High vs Low VL (Entry, HEI)",17: NK cell_2,MS_Autophagy_Fusion,wilcoxon_unpaired,No paired PIDs,11,8,3,0,0.03686246109998288,HL_shift,-0.010654441065118623,0.09316646362419075,20,0.12578642463893996,0.9959058091958094
"High vs Low VL (Entry, HEI)",17: NK cell_2,MS_Autophagy_Initiation,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.010670874842325515,HL_shift,-0.024384563081322284,0.026813950883309037,8,0.4749585398895067,0.9959058091958094
"High vs Low VL (Entry, HEI)",17: NK cell_2,MS_Autophagy_Lysosome,wilcoxon_unpaired,No paired PIDs,11,8,3,0,-0.012025332373706628,HL_shift,-0.07762443749932234,0.05830053606765066,9,0.6098340436734594,0.9959058091958094
